code,name,unit,stock,deal,free,pur_deal,pur_free,cost,value,mrp,pur_rate,rate,company,manufact,rackno
"2345","CELIPRES 100 MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2346","CELIPRES 200 MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2529","CELL- C  500 MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"31197","CELLO TUMBERLET","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MACLEODS PHARMACEUTICALS LTD.","",""
"2337","CELLUBRIL CAP  6 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ASTRA","",""
"22332","CELODUS  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"HINDUS PHARMA","",""
"2402","CELOL CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"EMCUR","",""
"29427","CELOL D3 CAP  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"EMCUR","",""
"29092","CELOL D3 GRANULES  1GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"EMCUR","",""
"29107","CELOL K7 TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"EMCUR","",""
"16205","CELOL-XT CAP  10 CAP","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"EMCUR","",""
"2530","CELOVIT-B CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MAPRA","",""
"2459","CELOVIT CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MAPRA","",""
"2404","CEMAX 125MG INJ  1 VIAL","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"2455","CEMAX-1 GM INJ  1 VAIL","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"2403","CEMAX 250 MG INJ  1 VIAL","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"2405","CEMAX 500MG INJ  1 VIAL","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"2424","CEMAX-O 100 DT TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"2423","CEMAX-O 200 TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"2425","CEMAX-O DRY SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"29055","CENSPAM LITE TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"USV","",""
"18714","CENSPRAM 10MG TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"USV","",""
"20679","CENSPRAM 20MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"USV","",""
"18713","CENSPRAM 5MG TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"USV","",""
"19934","CENSPRAM PLUS TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"USV","",""
"22130","CENTAFLOX 0.5% EYE DROPS  5 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CENTAUR PHARMACEUTICALS","",""
"2531","CENTRAMOL 100 MG INJ  1 BOX","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"2532","CENTRAMOL 50 MG INJ  1 BOX","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"2534","CENTRON  8 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"TORRENT PHARMACEUTICALS LTD","",""
"2331","CENZ-10 GM TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MANAS","",""
"17689","CEPAL 125 MG SYP  60 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CAPLET","",""
"2326","CEPAL 250 MG SUSP  60 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CAPLET","",""
"18146","CEPAL 650 MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CAPLET","",""
"20645","CEPAL DROPS  15 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CAPLET","",""
"18147","CEPAL PLUS TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CAPLET","",""
"2335","CEPAL TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CAPLET","",""
"2535","CEPHAGRAINE DROP  15 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CHARAK","",""
"2536","CEPHAGRAINE TAB  100 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CHARAK","",""
"16308","CEPHAGRAINE TAB  40 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CHARAK","",""
"2537","CEPHALKEM 500 CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALKEM LAB","",""
"2538","CEPHALKEM DROP  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALKEM LAB","",""
"2539","CEPHAXIN 250 MG CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"BIOCHEM PHARMACUTICALS IND","",""
"2540","CEPHAXIN 500 MG CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"BIOCHEM PHARMACUTICALS IND","",""
"2541","CEPHAXIN KID TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"BIOCHEM PHARMACUTICALS IND","",""
"2325","CEPHIN 250 MG CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MAXHEAL","",""
"2323","CEPHIN DRY SYP  40 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MAXHEAL","",""
"2442","CEPHLENAT-125MG SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2443","CEPHLENAT-250MG SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2440","CEPHLENAT DROPS  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2542","CEPIAM T.R.  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"23470","CEPIME O 100 DT  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALEMBIC LTD","",""
"24146","CEPIME O 200 MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALEMBIC LTD","",""
"21153","CEPIME-O 50MG D/SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALEMBIC LTD","",""
"2349","CEPODEM 100 MG SUSP.  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2458","CEPODEM 100 TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2354","CEPODEM 200 MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2365","CEPODEM 50 DS SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"14205","CEPODEM 50 DT  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"29295","CEPODEM AZ  TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"30590","CEPODEM DROP  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"24618","CEPODEM O TAB  10TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"19833","CEPODEM XP 325MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"28115","CEPODEM XP 50 TAB  10","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"24968","CEPODEM XP DRY SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"20038","CEPODIME 200MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MEDLEY","",""
"25127","CEPO DRY SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WIN-MEDICARE","",""
"2436","CEPOTIL 100 MG  4 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ORCHID HEALTHCARE","",""
"20977","CEPOTIL-200MG TAB  4 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ORCHID HEALTHCARE","",""
"2453","CEPOTIL SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ORCHID HEALTHCARE","",""
"2406","CEPROLEN-D DROP  5 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WARREN PHARMA","",""
"2343","CEPROLEN DROP.  5 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WARREN PHARMA","",""
"2469","CERAZETTE TAB  28 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MSD PHARMACEUTICALS","",""
"25512","CERBOTONE SYP  280 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"INDIGENCO","",""
"16542","CEREBRAX-800 TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"PHARMASIA.","",""
"2483","CEREBRAX SYP  250 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"PHARMASIA.","",""
"30747","CEREBROLYSIN INJ  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"24180","CERECETAM -1200 TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"INTAS PHARMACEUTICALS.","",""
"2334","CERECETAM-400 TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"INTAS PHARMACEUTICALS.","",""
"2333","CERECETAM-800 TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"INTAS PHARMACEUTICALS.","",""
"2367","CERECETAM SYP  100 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"INTAS PHARMACEUTICALS.","",""
"2543","CERELOID  TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2545","CERESTAR CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"29430","CERGO MD .5 MG  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NOVARTIS INDIA LIMITED","",""
"15341","CERIZ TAB  10 TAB","PCS",15.000,0,0,0,0,15.1200,226.80,46.00,13.50,0.00,"ALPIC REMEDIES LTD.","",""
"31861","CERNOS 30 CAP  10","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"19112","CEROM 250 TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"22434","CEROM 500MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"20572","CEROM DRY SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"30075","CEROXIM 250 MG  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"24619","CEROXIM 500MG TAB  10TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"29293","CEROXIM XP 625 TAB  6 TAB","PCS",1.000,0,0,0,0,282.0600,282.06,371.15,265.10,0.00,"RANBAXY.","",""
"2546","CERUKLIN EAR DROP  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"KLERSHEN","",""
"2475","CERULYTIC EAR DROP  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN LIMITED","",""
"2547","CERUMINEX DROP  10 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"JAWA","",""
"2408","CERUVIN-75 TAB  15 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2467","CERUVIN-A CAP  15 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2479","CERUVIN AF TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"RANBAXY.","",""
"2348","CERVIPRIME GEL  30 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"CADILA PHARMACEUTICALS LTD","",""
"2548","CERVIPRIM INJ  1 PH","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ASTRA","",""
"2378","CETADOM TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"INTAS PHARMACEUTICALS.","",""
"30572","CETANIL T TAB  10'S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALEMBIC (SPECIA)","",""
"19217","CETAPHIL BAR  75GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"28219","CETAPHIL CLEAN LOT  250ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"2400","CETAPHIL CLEANSING LOTION  125","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"24852","CETAPHIL DAM LOTION  30 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"20894","CETAPHIL MOIST.CREAM  80 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"14318","CETAPHIL MOISTURIS.CREAM  40 G","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"15720","CETAPHIL MOISTURIS LOTION  100","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"24976","CETAPHIL OIL SKN CL  125 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GLENMARK","",""
"20663","CETAPIN P 15MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SANAFI","",""
"20662","CETAPIN P 30MG TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SANAFI","",""
"28536","CETAPIN V 0.02 MG  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SANAFI","",""
"24995","CETAPIN V-0.3  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SANAFI","",""
"18058","CETAPIN-XR 1000 TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SANAFI","",""
"17844","CETAPIN-XR 500 TAB  20 T","PCS",10.000,0,0,0,0,39.0150,390.15,51.89,37.06,0.00,"SANAFI","",""
"32357","CETCIP L 5 MG TAB 10","TAB.",3.000,0,0,0,0,18.0500,54.15,81.19,16.16,0.00,"CIPLA","",""
"2328","CETFAST TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"TORRENT PHARMACEUTICALS LTD","",""
"2329","CETGEL  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SANAFI","",""
"18223","CETIL 125 MG TAB 10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"16563","CETIL 250 MG TAB 10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"16780","CETIL 500 MG TAB 10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"31239","CETIL 750 INJ 1VIAL","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"31592","CETIL CV 250 MG 10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"29575","CETIL CV 500 MG 10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"22498","CETIL DRY SYP 50 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"18862","CETIL INJ 1.5 1 VAIL","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"24221","CETIRIZ SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALKEM LAB","",""
"24220","CETIRIZ TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALKEM LAB","",""
"2482","CETJET TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MARSHA ORGANIC PRIVATE LTD.","",""
"2549","CETOZ 250 MG  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"TORRENT PHARMACEUTICALS LTD","",""
"2550","CETOZ 500 MG  6 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"TORRENT PHARMACEUTICALS LTD","",""
"2551","CETRABEN CREAM  125 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"2327","CETRABEN CREAM  30 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"2552","CETRABEN CREAM  50 GM","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"2553","CETRAL 100 MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALKEM LAB","",""
"2554","CETRAL TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"ALEMBIC LTD","",""
"2332","CETRI FED-D TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"BOMBAY TABS.","",""
"21376","CETRILIV AC TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENO PHARMACEUTICALS LTD","",""
"22866","CETRILIV TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENO PHARMACEUTICALS LTD","",""
"2556","CETRIMIDE LOTION  75 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
"2438","CETRINAT-10MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2439","CETRINAT SYP  60 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2557","CETRINE SYP  60 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"DR REDDY'S LABORATORIES LTD","",""
"2558","CETRINE TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"DR REDDY'S LABORATORIES LTD","",""
"2559","CETRIWAL TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WALLACE PHARMACEUTICALS","",""
"2563","CETRIZET 5 TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2564","CETRIZET D TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2562","CETRIZET TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SUN PHARMACEUTICAL IND","",""
"2320","CETZINE 10 MG 10 T","PCS",10.000,0,0,0,0,24.3540,243.54,32.04,22.89,0.00,"DR REDDY'S LABORATORIES LTD","",""
"21326","CETZINE A TAB 10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"DR REDDY'S LABORATORIES LTD","",""
"2565","CETZINE SYP 60 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"DR REDDY'S LABORATORIES LTD","",""
"2321","CEVADIL 200 MG CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SURMOUNT.","",""
"2322","CEVADIL 400 MG CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SURMOUNT.","",""
"2377","CEXIL 125 MG SUSP.  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LEBEN LABORATORIES PVT.LTD.","",""
"2386","CEXIL 250 MG DT TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LEBEN LABORATORIES PVT.LTD.","",""
"2384","CEXIL 500 MG TAB  4 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LEBEN LABORATORIES PVT.LTD.","",""
"15502","CEXIL-500 TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LEBEN LABORATORIES PVT.LTD.","",""
"17963","CEXIL KID  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LEBEN LABORATORIES PVT.LTD.","",""
"15181","CEZED TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"DYNO","",""
"22255","CEZET-L TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GALAXY REMEDIES PVT.LTD.","",""
"25286","CEZLEVO TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"FINECURE PHARMA","",""
"29451","CEZ TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"FINECURE PHARMA","",""
"27022","CFDX-100  4S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"KALPANA","",""
"21891","CFLODAS  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"HINDUS PHARMA","",""
"21189","CFP 100MG DISTAB  10'S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"HINDUS PHARMA","",""
"21190","CFP 200MG TAB  10'S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"HINDUS PHARMA","",""
"21192","CFP DRY SYP  30ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"HINDUS PHARMA","",""
"26005","C-FURO 250 MG TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"26006","C-FURO 500 MG TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"26395","C-FURO CV 625 MG TAB  6S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"26744","C-FURO CV DRY SYP  30 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"GENIX","",""
"15222","C-GAMA GEL  200 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"DEV PHARMACEUTICALS","",""
"16059","CG MOUTH WASH  100 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"PALSONS DRUGS PRIVATE LIMITED","",""
"2566","CG PLUS MOUTH WASH  100 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"PALSONS DRUGS PRIVATE LIMITED","",""
"17984","C-GREL PLUS-75  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"TRITON HEALTH CARE PVT.LTD","",""
"19067","CHANGE TAB  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"TORRENT PHARMACEUTICALS LTD","",""
"2567","CHANNEL 30 MG TAB  10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MICRO LABS LIMITED","",""
"18230","CHANNEL-SR 90  10 CAPS","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MICRO LABS LIMITED","",""
"16490","CHARM CAP  10 CAP","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MARSHA ORGANIC PRIVATE LTD.","",""
"27052","CHARM PLUS  10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MARSHA ORGANIC PRIVATE LTD.","",""
"2605","CHAUL MURGA TAIL  50 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"SURGICAL","",""
"31613","CHECAL-K2 10 T","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"31460","CHECAL TAB 10S","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"LUPIN MAXTER","",""
"17523","CHEERIO ORAL GEL  75 GM","PCS",4.000,0,0,0,0,132.6200,530.48,174.50,124.64,0.00,"DR REDDY'S LABORATORIES LTD","",""
"2621","CHEERS CAP  10 C","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"MERIT","",""
"22277","CHEER SYP  200 ML","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"WANBURY LTD(WONDER)","",""
"17874","CHEKMET 200 TAB  10 TAB","PCS",0.000,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,"NICHOLAS PIRAMAL (I) LTD*","",""
